street_name,home,corps,district_name,district_short,district_latin
ул. Абрикосовая,1,"",Советский,Сов,Sov
ул. Абрикосовая,3,"",Советский,Сов,Sov
ул. Абрикосовая,5,"",Советский,Сов,Sov
ул. Абрикосовая,7,"",Советский,Сов,Sov
ул. Авакяна,19,"",Октябрьский,Окт,Okt
ул. Авакяна,23,"",Октябрьский,Окт,Okt
ул. Авакяна,24,"",Октябрьский,Окт,Okt
ул. Авакяна,26,"",Октябрьский,Окт,Okt
ул. Авакяна,28,"",Октябрьский,Окт,Okt
ул. Авакяна,30,А,Октябрьский,Окт,Okt
ул. Авакяна,30,К1,Октябрьский,Окт,Okt
ул. Авакяна,30,К2,Октябрьский,Окт,Okt
ул. Авакяна,30,К3,Октябрьский,Окт,Okt
ул. Авакяна,32,"",Октябрьский,Окт,Okt
ул. Авакяна,32,К2,Октябрьский,Окт,Okt
ул. Авакяна,32,К3,Октябрьский,Окт,Okt
ул. Авакяна,32,К3,Октябрьский,Окт,Okt
ул. Авакяна,33,"",Октябрьский,Окт,Okt
ул. Авакяна,34,"",Октябрьский,Окт,Okt
ул. Авакяна,34,К2,Октябрьский,Окт,Okt
ул. Авакяна,34,К3,Октябрьский,Окт,Okt
ул. Авакяна,35,"",Октябрьский,Окт,Okt
ул. Авакяна,36,К1,Октябрьский,Окт,Okt
ул. Авакяна,36,К2,Октябрьский,Окт,Okt
ул. Авакяна,37,"",Октябрьский,Окт,Okt
ул. Авакяна,38,"",Октябрьский,Окт,Okt
ул. Авакяна,39,"",Октябрьский,Окт,Okt
ул. Авакяна,41,"",Октябрьский,Окт,Okt
ул. Авакяна,43,"",Октябрьский,Окт,Okt
ул. Авакяна,45,"",Октябрьский,Окт,Okt
ул. Авакяна,47,"",Октябрьский,Окт,Okt
ул. Авакяна,49,"",Октябрьский,Окт,Okt
ул. Авакяна,51,"",Октябрьский,Окт,Okt
ул. Авакяна,53,"",Октябрьский,Окт,Okt
ул. Авакяна,57,"",Октябрьский,Окт,Okt
ул. Авакяна,59,"",Октябрьский,Окт,Okt
ул. Авакяна,61,"",Октябрьский,Окт,Okt
ул. Авакяна,63,"",Октябрьский,Окт,Okt
ул. Авакяна,67,"",Октябрьский,Окт,Okt
ул. Авакяна,69,"",Октябрьский,Окт,Okt
ул. Авангардная,1,А,Партизанский,Пар,Par
ул. Авангардная,2,"",Партизанский,Пар,Par
ул. Авангардная,4,"",Партизанский,Пар,Par
ул. Авангардная,6,"",Партизанский,Пар,Par
ул. Авангардная,9,"",Партизанский,Пар,Par
ул. Авангардная,14,"",Партизанский,Пар,Par
ул. Авангардная,15,"",Партизанский,Пар,Par
ул. Авангардная,17,"",Партизанский,Пар,Par
ул. Авангардная,18,"",Партизанский,Пар,Par
ул. Авангардная,19,"",Партизанский,Пар,Par
ул. Авангардная,20,"",Партизанский,Пар,Par
ул. Авангардная,21,"",Партизанский,Пар,Par
ул. Авангардная,22,"",Партизанский,Пар,Par
ул. Авангардная,23,"",Партизанский,Пар,Par
ул. Авангардная,24,"",Партизанский,Пар,Par
ул. Авангардная,26,"",Партизанский,Пар,Par
ул. Авангардная,27,"",Партизанский,Пар,Par
ул. Авангардная,28,"",Партизанский,Пар,Par
ул. Авангардная,30,"",Партизанский,Пар,Par
ул. Авангардная,32,"",Партизанский,Пар,Par
ул. Авангардная,33,"",Партизанский,Пар,Par
ул. Авангардная,34,"",Партизанский,Пар,Par
ул. Авангардная,35,"",Партизанский,Пар,Par
ул. Авангардная,37,"",Партизанский,Пар,Par
ул. Авангардная,38,"",Партизанский,Пар,Par
ул. Авангардная,39,"",Партизанский,Пар,Par
ул. Авангардная,41,"",Партизанский,Пар,Par
ул. Авангардная,43,"",Партизанский,Пар,Par
ул. Авангардная,44,"",Партизанский,Пар,Par
ул. Авангардная,45,"",Партизанский,Пар,Par
ул. Авангардная,46,"",Партизанский,Пар,Par
ул. Авангардная,47,"",Партизанский,Пар,Par
ул. Авангардная,48,"",Партизанский,Пар,Par
ул. Авангардная,48,А,Партизанский,Пар,Par
ул. Авангардная,49,"",Партизанский,Пар,Par
ул. Авангардная,50,"",Партизанский,Пар,Par
ул. Авангардная,51,"",Партизанский,Пар,Par
ул. Авангардная,52,"",Партизанский,Пар,Par
ул. Авангардная,52,А,Партизанский,Пар,Par
ул. Авангардная,53,"",Партизанский,Пар,Par
ул. Авангардная,55,"",Партизанский,Пар,Par
ул. Авангардная,56,"",Партизанский,Пар,Par
ул. Авангардная,57,"",Партизанский,Пар,Par
ул. Авангардная,58,"",Партизанский,Пар,Par
ул. Авангардная,59,"",Партизанский,Пар,Par
ул. Авангардная,60,"",Партизанский,Пар,Par
ул. Авангардная,61,К1,Партизанский,Пар,Par
ул. Авангардная,61,К2,Партизанский,Пар,Par
ул. Авангардная,61,К3,Партизанский,Пар,Par
пер. Авангардный,1,"",Партизанский,Пар,Par
пер. Авангардный,2,"",Партизанский,Пар,Par
пер. Авангардный,5,"",Партизанский,Пар,Par
пер. Авангардный,6,"",Партизанский,Пар,Par
пер. Авангардный,7,"",Партизанский,Пар,Par
пер. Авангардный,10,"",Партизанский,Пар,Par
пер. Авангардный,11,"",Партизанский,Пар,Par
пер. Авангардный,13,"",Партизанский,Пар,Par
пер. Авангардный,15,"",Партизанский,Пар,Par
ул. Авиации,9,"",Октябрьский,Окт,Okt
ул. Авиации,11,"",Октябрьский,Окт,Okt
ул. Авиации,13,"",Октябрьский,Окт,Okt
ул. Авиации,15,"",Октябрьский,Окт,Okt
ул. Авиации,17,"",Октябрьский,Окт,Okt
ул. Авиации,19,"",Октябрьский,Окт,Okt
ул. Авиации,21,"",Октябрьский,Окт,Okt
ул. Авиации,23,"",Октябрьский,Окт,Okt
ул. Авроровская,2,"",Ленинский,Лен,Len
ул. Авроровская,4,"",Ленинский,Лен,Len
ул. Авроровская,6,"",Ленинский,Лен,Len
ул. Авроровская,8,"",Ленинский,Лен,Len
ул. Автодоровская,3,"",Московский,Мос,Mos
ул. Автодоровская,3,А,Московский,Мос,Mos
ул. Автодоровская,5,"",Московский,Мос,Mos
ул. Автодоровская,6,"",Московский,Мос,Mos
ул. Автодоровская,6,А,Московский,Мос,Mos
ул. Автодоровская,8,"",Московский,Мос,Mos
ул. Автодоровская,10,"",Московский,Мос,Mos
ул. Автодоровская,18,"",Московский,Мос,Mos
ул. Автодоровская,20,"",Московский,Мос,Mos
ул. Автодоровская,20,А,Московский,Мос,Mos
ул. Автодоровская,22,"",Московский,Мос,Mos
ул. Автодоровская,24,"",Московский,Мос,Mos
ул. Автодоровская,26,"",Московский,Мос,Mos
ул. Автодоровская,30,"",Московский,Мос,Mos
пер. Автодоровский,1,"",Московский,Мос,Mos
пер. Автодоровский,2,"",Московский,Мос,Mos
пер. Автодоровский,3,"",Московский,Мос,Mos
пер. Автодоровский,3,А,Московский,Мос,Mos
пер. Автодоровский,4,"",Московский,Мос,Mos
пер. Автодоровский,5,"",Московский,Мос,Mos
пер. Автодоровский,6,"",Московский,Мос,Mos
пер. Автодоровский,7,"",Московский,Мос,Mos
пер. Автодоровский,8,"",Московский,Мос,Mos
пер. Автодоровский,9,"",Московский,Мос,Mos
пер. Автодоровский,10,"",Московский,Мос,Mos
пер. Автодоровский,11,"",Московский,Мос,Mos
пер. Автодоровский,12,"",Московский,Мос,Mos
пер. Автодоровский,14,"",Московский,Мос,Mos
пер. Автодоровский,15,"",Московский,Мос,Mos
ул. Автозаводская,1,"",Заводской,Зав,Zav
ул. Автозаводская,2,"",Заводской,Зав,Zav
ул. Автозаводская,4,"",Заводской,Зав,Zav
ул. Автозаводская,6,"",Заводской,Зав,Zav
ул. Автозаводская,9,"",Заводской,Зав,Zav
ул. Автозаводская,10,"",Заводской,Зав,Zav
ул. Автозаводская,11,"",Заводской,Зав,Zav
ул. Автозаводская,12,"",Заводской,Зав,Zav
ул. Автозаводская,13,"",Заводской,Зав,Zav
ул. Автозаводская,14,"",Заводской,Зав,Zav
ул. Автозаводская,15,"",Заводской,Зав,Zav
ул. Автозаводская,16,"",Заводской,Зав,Zav
ул. Автозаводская,17,"",Заводской,Зав,Zav
ул. Автозаводская,18,"",Заводской,Зав,Zav
ул. Автозаводская,19,"",Заводской,Зав,Zav
ул. Автозаводская,20,"",Заводской,Зав,Zav
ул. Автозаводская,22,"",Заводской,Зав,Zav
ул. Автозаводская,23,"",Заводской,Зав,Zav
ул. Автозаводская,24,"",Заводской,Зав,Zav
ул. Автозаводская,25,"",Заводской,Зав,Zav
ул. Автозаводская,26,"",Заводской,Зав,Zav
ул. Автозаводская,27,"",Заводской,Зав,Zav
ул. Автозаводская,28,"",Заводской,Зав,Zav
ул. Автозаводская,29,"",Заводской,Зав,Zav
ул. Автозаводская,30,"",Заводской,Зав,Zav
ул. Автозаводская,31,"",Заводской,Зав,Zav
ул. Автозаводская,32,"",Заводской,Зав,Zav
ул. Автозаводская,33,"",Заводской,Зав,Zav
ул. Автозаводская,35,"",Заводской,Зав,Zav
ул. Автозаводская,37,"",Заводской,Зав,Zav
ул. Автозаводская,38,"",Заводской,Зав,Zav
ул. Автозаводская,39,"",Заводской,Зав,Zav
ул. Автозаводская,40,"",Заводской,Зав,Zav
ул. Автозаводская,42,"",Заводской,Зав,Zav
ул. Автозаводская,43,"",Заводской,Зав,Zav
ул. Автозаводская,44,"",Заводской,Зав,Zav
ул. Автозаводская,46,"",Заводской,Зав,Zav
ул. Автозаводская,50,"",Заводской,Зав,Zav
ул. Автозаводская,52,"",Заводской,Зав,Zav
ул. Автозаводская,56,"",Заводской,Зав,Zav
ул. Автозаводская,58,"",Заводской,Зав,Zav
ул. Автозаводская,60,"",Заводской,Зав,Zav
ул. Автозаводская,62,"",Заводской,Зав,Zav
ул. Автозаводская,64,"",Заводской,Зав,Zav
ул. Автозаводская,68,"",Заводской,Зав,Zav
ул. Автозаводская,70,"",Заводской,Зав,Zav
пер. Автозаводской,1,"",Заводской,Зав,Zav
пер. Автозаводской,7,"",Заводской,Зав,Zav
пер. Автозаводской,8,"",Заводской,Зав,Zav
пер. Автозаводской,9,"",Заводской,Зав,Zav
пер. Автозаводской,10,"",Заводской,Зав,Zav
пер. Автозаводской,11,"",Заводской,Зав,Zav
пер. Автозаводской,12,"",Заводской,Зав,Zav
пер. Автозаводской,13,"",Заводской,Зав,Zav
пер. Автозаводской,14,"",Заводской,Зав,Zav
пер. Автозаводской,15,"",Заводской,Зав,Zav
пер. Автозаводской,18,"",Заводской,Зав,Zav
пер. Автозаводской,20,"",Заводской,Зав,Zav
пер. Автозаводской,21,"",Заводской,Зав,Zav
пер. Автозаводской,22,"",Заводской,Зав,Zav
пер. Автозаводской,24,"",Заводской,Зав,Zav
пер. Автозаводской,26,"",Заводской,Зав,Zav
пер. Автозаводской,28,"",Заводской,Зав,Zav
пер. Автозаводской,30,"",Заводской,Зав,Zav
пер. Автозаводской,34,"",Заводской,Зав,Zav
ул. Автомобилистов,2,"",Центральный,Цен,Cen
ул. Автомобилистов,3,"",Центральный,Цен,Cen
ул. Автомобилистов,4,А,Центральный,Цен,Cen
ул. Автомобилистов,5,А,Центральный,Цен,Cen
ул. Автомобилистов,6,"",Центральный,Цен,Cen
ул. Автомобилистов,6,А,Центральный,Цен,Cen
ул. Автомобилистов,8,"",Центральный,Цен,Cen
ул. Автомобилистов,8,А,Центральный,Цен,Cen
пер. Агатовый,1,"",Центральный,Цен,Cen
пер. Агатовый,2,"",Центральный,Цен,Cen
пер. Агатовый,3,"",Центральный,Цен,Cen
пер. Агатовый,4,"",Центральный,Цен,Cen
пер. Агатовый,5,"",Центральный,Цен,Cen
пер. Агатовый,6,"",Центральный,Цен,Cen
пер. Агатовый,7,"",Центральный,Цен,Cen
пер. Агатовый,8,"",Центральный,Цен,Cen
пер. Агатовый,9,"",Центральный,Цен,Cen
пер. Агатовый,10,"",Центральный,Цен,Cen
ул. Азгура,1,"",Партизанский,Пар,Par
ул. Азгура,1,А,Партизанский,Пар,Par
ул. Азгура,1,Б,Партизанский,Пар,Par
ул. Азгура,3,"",Партизанский,Пар,Par
ул. Азгура,4,"",Партизанский,Пар,Par
ул. Азгура,5,"",Партизанский,Пар,Par
ул. Азгура,8,"",Партизанский,Пар,Par
ул. Азизова,3,"",Центральный,Цен,Cen
ул. Азизова,4,"",Центральный,Цен,Cen
ул. Азизова,6,"",Центральный,Цен,Cen
ул. Азовская,1,"",Московский,Мос,Mos
ул. Азовская,2,"",Московский,Мос,Mos
ул. Азовская,3,"",Московский,Мос,Mos
ул. Азовская,4,"",Московский,Мос,Mos
ул. Азовская,5,"",Московский,Мос,Mos
ул. Азовская,6,"",Московский,Мос,Mos
ул. Азовская,7,"",Московский,Мос,Mos
ул. Азовская,8,"",Московский,Мос,Mos
ул. Азовская,9,"",Московский,Мос,Mos
ул. Азовская,11,"",Московский,Мос,Mos
ул. Азовская,12,"",Московский,Мос,Mos
ул. Азовская,13,"",Московский,Мос,Mos
ул. Азовская,14,"",Московский,Мос,Mos
ул. Азовская,15,"",Московский,Мос,Mos
ул. Азовская,16,"",Московский,Мос,Mos
ул. Азовская,17,"",Московский,Мос,Mos
ул. Азовская,25,"",Московский,Мос,Mos
ул. Айвазовского,1,"",Заводской,Зав,Zav
ул. Айвазовского,3,"",Заводской,Зав,Zav
ул. Айвазовского,5,"",Заводской,Зав,Zav
ул. Айвазовского,6,"",Заводской,Зав,Zav
ул. Айвазовского,7,"",Заводской,Зав,Zav
ул. Айвазовского,8,"",Заводской,Зав,Zav
ул. Айвазовского,9,"",Заводской,Зав,Zav
ул. Айвазовского,10,"",Заводской,Зав,Zav
ул. Айвазовского,11,"",Заводской,Зав,Zav
ул. Айвазовского,12,"",Заводской,Зав,Zav
ул. Айвазовского,14,"",Заводской,Зав,Zav
ул. Айвазовского,18,"",Заводской,Зав,Zav
ул. Айвазовского,19,"",Заводской,Зав,Zav
ул. Айвазовского,20,"",Заводской,Зав,Zav
ул. Айвазовского,21,"",Заводской,Зав,Zav
ул. Айвазовского,22,"",Заводской,Зав,Zav
ул. Айвазовского,23,"",Заводской,Зав,Zav
ул. Айвазовского,24,"",Заводской,Зав,Zav
ул. Айвазовского,25,"",Заводской,Зав,Zav
ул. Айвазовского,26,"",Заводской,Зав,Zav
ул. Айвазовского,27,"",Заводской,Зав,Zav
ул. Айвазовского,28,"",Заводской,Зав,Zav
ул. Айвазовского,29,"",Заводской,Зав,Zav
ул. Айвазовского,30,"",Заводской,Зав,Zav
ул. Айвазовского,32,"",Заводской,Зав,Zav
ул. Айвазовского,33,"",Заводской,Зав,Zav
ул. Айвазовского,35,"",Заводской,Зав,Zav
ул. Айвазовского,36,"",Заводской,Зав,Zav
ул. Айвазовского,37,"",Заводской,Зав,Zav
ул. Айвазовского,38,"",Заводской,Зав,Zav
ул. Айвазовского,39,"",Заводской,Зав,Zav
ул. Айвазовского,40,"",Заводской,Зав,Zav
ул. Айвазовского,41,"",Заводской,Зав,Zav
ул. Айвазовского,42,"",Заводской,Зав,Zav
ул. Айвазовского,43,"",Заводской,Зав,Zav
ул. Айвазовского,44,"",Заводской,Зав,Zav
ул. Айвазовского,45,"",Заводской,Зав,Zav
ул. Айвазовского,46,"",Заводской,Зав,Zav
ул. Айвазовского,47,"",Заводской,Зав,Zav
ул. Айвазовского,48,"",Заводской,Зав,Zav
ул. Айвазовского,49,"",Заводской,Зав,Zav
ул. Айвазовского,50,"",Заводской,Зав,Zav
ул. Айвазовского,52,"",Заводской,Зав,Zav
ул. Айвазовского,54,"",Заводской,Зав,Zav
ул. Айвазовского,56,"",Заводской,Зав,Zav
ул. Айвазовского,58,"",Заводской,Зав,Zav
ул. Айвазовского,60,"",Заводской,Зав,Zav
ул. Айвазовского,65,"",Заводской,Зав,Zav
ул. Айвазовского,67,"",Заводской,Зав,Zav
ул. Айвазовского,69,"",Заводской,Зав,Zav
ул. Айвазовского,71,"",Заводской,Зав,Zav
ул. Айвазовского,73,"",Заводской,Зав,Zav
ул. Айвазовского,75,"",Заводской,Зав,Zav
ул. Айвазовского,77,"",Заводской,Зав,Zav
ул. Айвазовского,78,"",Заводской,Зав,Zav
ул. Айвазовского,79,"",Заводской,Зав,Zav
пер. Айвазовского,3,"",Заводской,Зав,Zav
пер. Айвазовского,4,"",Заводской,Зав,Zav
пер. Айвазовского,5,"",Заводской,Зав,Zav
пер. Айвазовского,6,"",Заводской,Зав,Zav
пер. Айвазовского,7,"",Заводской,Зав,Zav
пер. Айвазовского,9,"",Заводской,Зав,Zav
пер. Айвазовского,10,"",Заводской,Зав,Zav
пер. Айвазовского,11,"",Заводской,Зав,Zav
пер. Айвазовского,12,"",Заводской,Зав,Zav
ул. Академическая,1,"",Первомайский,Пер,Per
ул. Академическая,2,В,Первомайский,Пер,Per
ул. Академическая,2,К1,Первомайский,Пер,Per
ул. Академическая,2,К2,Первомайский,Пер,Per
ул. Академическая,2,К3,Первомайский,Пер,Per
ул. Академическая,2,К4,Первомайский,Пер,Per
ул. Академическая,2,К5,Первомайский,Пер,Per
ул. Академическая,3,"",Первомайский,Пер,Per
ул. Академическая,5,"",Первомайский,Пер,Per
ул. Академическая,6,"",Первомайский,Пер,Per
ул. Академическая,7,"",Первомайский,Пер,Per
ул. Академическая,8,"",Первомайский,Пер,Per
ул. Академическая,9,"",Первомайский,Пер,Per
ул. Академическая,9,А,Первомайский,Пер,Per
ул. Академическая,10,"",Первомайский,Пер,Per
ул. Академическая,11,"",Первомайский,Пер,Per
ул. Академическая,11,А,Первомайский,Пер,Per
ул. Академическая,11,Б,Первомайский,Пер,Per
ул. Академическая,12,"",Первомайский,Пер,Per
ул. Академическая,13,"",Первомайский,Пер,Per
ул. Академическая,15,А,Первомайский,Пер,Per
ул. Академическая,15,К2,Первомайский,Пер,Per
ул. Академическая,16,"",Первомайский,Пер,Per
ул. Академическая,16,А,Первомайский,Пер,Per
ул. Академическая,17,"",Первомайский,Пер,Per
ул. Академическая,18,"",Первомайский,Пер,Per
ул. Академическая,20,"",Первомайский,Пер,Per
ул. Академическая,22,"",Первомайский,Пер,Per
ул. Академическая,23,"",Первомайский,Пер,Per
ул. Академическая,24,"",Первомайский,Пер,Per
ул. Академическая,25,"",Первомайский,Пер,Per
ул. Академическая,26,"",Первомайский,Пер,Per
ул. Академическая,27,"",Первомайский,Пер,Per
ул. Академическая,28,"",Первомайский,Пер,Per
ул. Академическая,30,"",Первомайский,Пер,Per
ул. Академическая,32,"",Первомайский,Пер,Per
ул. Аладовых,5,"",Фрунзенский,Фру,Fru
ул. Аладовых,7,"",Фрунзенский,Фру,Fru
ул. Александровская,1,"",Центральный,Цен,Cen
ул. Александровская,2,"",Центральный,Цен,Cen
ул. Александровская,3,"",Центральный,Цен,Cen
ул. Александровская,4,"",Центральный,Цен,Cen
ул. Александровская,5,"",Центральный,Цен,Cen
ул. Александровская,6,"",Центральный,Цен,Cen
ул. Александровская,7,"",Центральный,Цен,Cen
ул. Александровская,8,"",Центральный,Цен,Cen
ул. Александровская,10,"",Центральный,Цен,Cen
ул. Александровская,11,"",Центральный,Цен,Cen
ул. Александровская,12,"",Центральный,Цен,Cen
ул. Александровская,13,"",Центральный,Цен,Cen
ул. Александровская,14,"",Центральный,Цен,Cen
ул. Александровская,15,"",Центральный,Цен,Cen
ул. Александровская,16,"",Центральный,Цен,Cen
ул. Александровская,17,"",Центральный,Цен,Cen
ул. Александровская,18,"",Центральный,Цен,Cen
ул. Александровская,19,"",Центральный,Цен,Cen
ул. Алибегова,3,"",Московский,Мос,Mos
ул. Алибегова,5,"",Московский,Мос,Mos
ул. Алибегова,6,К1,Московский,Мос,Mos
ул. Алибегова,6,К2,Московский,Мос,Mos
ул. Алибегова,6,К3,Московский,Мос,Mos
ул. Алибегова,7,"",Московский,Мос,Mos
ул. Алибегова,8,К1,Московский,Мос,Mos
ул. Алибегова,8,К2,Московский,Мос,Mos
ул. Алибегова,8,К3,Московский,Мос,Mos
ул. Алибегова,10,"",Московский,Мос,Mos
ул. Алибегова,12,"",Московский,Мос,Mos
ул. Алибегова,13,К1,Московский,Мос,Mos
ул. Алибегова,13,К3,Московский,Мос,Mos
ул. Алибегова,14,"",Московский,Мос,Mos
ул. Алибегова,16,"",Московский,Мос,Mos
ул. Алибегова,17,"",Московский,Мос,Mos
ул. Алибегова,18,"",Московский,Мос,Mos
ул. Алибегова,19,"",Московский,Мос,Mos
ул. Алибегова,20,"",Московский,Мос,Mos
ул. Алибегова,21,"",Московский,Мос,Mos
ул. Алибегова,22,"",Московский,Мос,Mos
ул. Алибегова,23,"",Московский,Мос,Mos
ул. Алибегова,24,"",Московский,Мос,Mos
ул. Алибегова,25,"",Московский,Мос,Mos
ул. Алибегова,27,К1,Московский,Мос,Mos
ул. Алибегова,27,К2,Московский,Мос,Mos
ул. Алибегова,27,К3,Московский,Мос,Mos
ул. Аллейная,1,"",Первомайский,Пер,Per
ул. Аллейная,3,"",Первомайский,Пер,Per
ул. Аллейная,4,"",Первомайский,Пер,Per
ул. Аллейная,5,"",Первомайский,Пер,Per
ул. Аллейная,6,"",Первомайский,Пер,Per
ул. Аллейная,7,"",Первомайский,Пер,Per
ул. Аллейная,8,"",Первомайский,Пер,Per
ул. Аллейная,13,"",Первомайский,Пер,Per
ул. Аллейная,14,"",Первомайский,Пер,Per
ул. Аллейная,15,"",Первомайский,Пер,Per
ул. Аллейная,16,"",Первомайский,Пер,Per
ул. Аллейная,17,"",Первомайский,Пер,Per
ул. Аллейная,18,"",Первомайский,Пер,Per
ул. Аллейная,19,"",Первомайский,Пер,Per
ул. Аллейная,20,"",Первомайский,Пер,Per
ул. Аллейная,22,"",Первомайский,Пер,Per
ул. Алтайская,1,"",Заводской,Зав,Zav
ул. Алтайская,1,А,Заводской,Зав,Zav
ул. Алтайская,1,Б,Заводской,Зав,Zav
ул. Алтайская,1,В,Заводской,Зав,Zav
ул. Алтайская,1,Г,Заводской,Зав,Zav
ул. Алтайская,3,"",Заводской,Зав,Zav
ул. Алтайская,3,А,Заводской,Зав,Zav
ул. Алтайская,5,"",Заводской,Зав,Zav
ул. Алтайская,7,"",Заводской,Зав,Zav
ул. Алтайская,9,"",Заводской,Зав,Zav
ул. Алтайская,11,"",Заводской,Зав,Zav
ул. Алтайская,11,А,Заводской,Зав,Zav
ул. Алтайская,13,"",Заводской,Зав,Zav
